"Country or Area","Year(s)","Variant","Value"
"Grenada","2072","Median PI","132.335"
"Grenada","2072","Upper 80 PI","151.955"
"Grenada","2072","Lower 80 PI","115.2"
"Grenada","2072","Upper 95 PI","162.803"
"Grenada","2072","Lower 95 PI","106.6"
"Grenada","2071","Medium","132.767"
"Grenada","2071","High","161.155"
"Grenada","2071","Low","108.246"
"Grenada","2071","Constant fertility","142.166"
"Grenada","2071","Instant replacement","147.263"
"Grenada","2071","Zero migration","144.617"
"Grenada","2071","Constant mortality","122.854"
"Grenada","2071","No change","132.097"
"Grenada","2071","Momentum","149.002"
"Grenada","2071","Instant replacement zero migration","159.705"
"Grenada","2071","Median PI","132.767"
"Grenada","2071","Upper 80 PI","151.842"
"Grenada","2071","Lower 80 PI","115.984"
"Grenada","2071","Upper 95 PI","162.419"
"Grenada","2071","Lower 95 PI","107.551"
"Grenada","2070","Medium","133.179"
"Grenada","2070","High","160.668"
"Grenada","2070","Low","109.311"
"Grenada","2070","Constant fertility","142.226"
"Grenada","2070","Instant replacement","147.19"
"Grenada","2070","Zero migration","144.782"
"Grenada","2070","Constant mortality","123.588"
"Grenada","2070","No change","132.49"
"Grenada","2070","Momentum","149.028"
"Grenada","2070","Instant replacement zero migration","159.356"
"Grenada","2070","Median PI","133.178"
"Grenada","2070","Upper 80 PI","151.739"
"Grenada","2070","Lower 80 PI","116.779"
"Grenada","2070","Upper 95 PI","161.969"
"Grenada","2070","Lower 95 PI","108.571"
"Grenada","2069","Medium","133.57"
"Grenada","2069","High","160.164"
"Grenada","2069","Low","110.353"
"Grenada","2069","Constant fertility","142.272"
"Grenada","2069","Instant replacement","147.104"
"Grenada","2069","Zero migration","144.918"
"Grenada","2069","Constant mortality","124.295"
"Grenada","2069","No change","132.874"
"Grenada","2069","Momentum","149.035"
"Grenada","2069","Instant replacement zero migration","158.983"
"Grenada","2069","Median PI","133.57"
"Grenada","2069","Upper 80 PI","151.558"
"Grenada","2069","Lower 80 PI","117.44"
"Grenada","2069","Upper 95 PI","161.378"
"Grenada","2069","Lower 95 PI","109.487"
"Grenada","2068","Medium","133.929"
"Grenada","2068","High","159.641"
"Grenada","2068","Low","111.359"
"Grenada","2068","Constant fertility","142.297"
"Grenada","2068","Instant replacement","146.988"
"Grenada","2068","Zero migration","145.032"
"Grenada","2068","Constant mortality","124.981"
"Grenada","2068","No change","133.234"
"Grenada","2068","Momentum","149.023"
"Grenada","2068","Instant replacement zero migration","158.596"
"Grenada","2068","Median PI","133.93"
"Grenada","2068","Upper 80 PI","151.333"
"Grenada","2068","Lower 80 PI","118.113"
"Grenada","2068","Upper 95 PI","161.056"
"Grenada","2068","Lower 95 PI","110.33"
"Grenada","2067","Medium","134.265"
"Grenada","2067","High","159.106"
"Grenada","2067","Low","112.341"
"Grenada","2067","Constant fertility","142.304"
"Grenada","2067","Instant replacement","146.861"
"Grenada","2067","Zero migration","145.117"
"Grenada","2067","Constant mortality","125.65"
"Grenada","2067","No change","133.572"
"Grenada","2067","Momentum","148.991"
"Grenada","2067","Instant replacement zero migration","158.191"
"Grenada","2067","Median PI","134.265"
"Grenada","2067","Upper 80 PI","151.102"
"Grenada","2067","Lower 80 PI","118.919"
"Grenada","2067","Upper 95 PI","160.742"
"Grenada","2067","Lower 95 PI","111.292"
"Grenada","2066","Medium","134.573"
"Grenada","2066","High","158.552"
"Grenada","2066","Low","113.296"
"Grenada","2066","Constant fertility","142.282"
"Grenada","2066","Instant replacement","146.712"
"Grenada","2066","Zero migration","145.178"
"Grenada","2066","Constant mortality","126.285"
"Grenada","2066","No change","133.889"
"Grenada","2066","Momentum","148.94"
"Grenada","2066","Instant replacement zero migration","157.768"
"Grenada","2066","Median PI","134.573"
"Grenada","2066","Upper 80 PI","150.864"
"Grenada","2066","Lower 80 PI","119.733"
"Grenada","2066","Upper 95 PI","160.224"
"Grenada","2066","Lower 95 PI","112.315"
"Grenada","2065","Medium","134.854"
"Grenada","2065","High","157.977"
"Grenada","2065","Low","114.212"
"Grenada","2065","Constant fertility","142.24"
"Grenada","2065","Instant replacement","146.54"
"Grenada","2065","Zero migration","145.208"
"Grenada","2065","Constant mortality","126.891"
"Grenada","2065","No change","134.186"
"Grenada","2065","Momentum","148.864"
"Grenada","2065","Instant replacement zero migration","157.32"
"Grenada","2065","Median PI","134.854"
"Grenada","2065","Upper 80 PI","150.617"
"Grenada","2065","Lower 80 PI","120.422"
"Grenada","2065","Upper 95 PI","159.558"
"Grenada","2065","Lower 95 PI","113.224"
"Grenada","2064","Medium","135.113"
"Grenada","2064","High","157.392"
"Grenada","2064","Low","115.109"
"Grenada","2064","Constant fertility","142.191"
"Grenada","2064","Instant replacement","146.356"
"Grenada","2064","Zero migration","145.213"
"Grenada","2064","Constant mortality","127.477"
"Grenada","2064","No change","134.465"
"Grenada","2064","Momentum","148.768"
"Grenada","2064","Instant replacement zero migration","156.854"
"Grenada","2064","Median PI","135.113"
"Grenada","2064","Upper 80 PI","150.377"
"Grenada","2064","Lower 80 PI","121.033"
"Grenada","2064","Upper 95 PI","158.788"
"Grenada","2064","Lower 95 PI","114.055"
"Grenada","2063","Medium","135.347"
"Grenada","2063","High","156.797"
"Grenada","2063","Low","115.978"
"Grenada","2063","Constant fertility","142.119"
"Grenada","2063","Instant replacement","146.15"
"Grenada","2063","Zero migration","145.201"
"Grenada","2063","Constant mortality","128.039"
"Grenada","2063","No change","134.727"
"Grenada","2063","Momentum","148.651"
"Grenada","2063","Instant replacement zero migration","156.378"
"Grenada","2063","Median PI","135.347"
"Grenada","2063","Upper 80 PI","150.075"
"Grenada","2063","Lower 80 PI","121.643"
"Grenada","2063","Upper 95 PI","158.21"
"Grenada","2063","Lower 95 PI","114.826"
"Grenada","2062","Medium","135.563"
"Grenada","2062","High","156.195"
"Grenada","2062","Low","116.816"
"Grenada","2062","Constant fertility","142.029"
"Grenada","2062","Instant replacement","145.93"
"Grenada","2062","Zero migration","145.16"
"Grenada","2062","Constant mortality","128.574"
"Grenada","2062","No change","134.965"
"Grenada","2062","Momentum","148.508"
"Grenada","2062","Instant replacement zero migration","155.885"
"Grenada","2062","Median PI","135.563"
"Grenada","2062","Upper 80 PI","149.748"
"Grenada","2062","Lower 80 PI","122.228"
"Grenada","2062","Upper 95 PI","157.742"
"Grenada","2062","Lower 95 PI","115.564"
"Grenada","2061","Medium","135.755"
"Grenada","2061","High","155.579"
"Grenada","2061","Low","117.626"
"Grenada","2061","Constant fertility","141.923"
"Grenada","2061","Instant replacement","145.697"
"Grenada","2061","Zero migration","145.095"
"Grenada","2061","Constant mortality","129.072"
"Grenada","2061","No change","135.176"
"Grenada","2061","Momentum","148.343"
"Grenada","2061","Instant replacement zero migration","155.381"
"Grenada","2061","Median PI","135.755"
"Grenada","2061","Upper 80 PI","149.474"
"Grenada","2061","Lower 80 PI","122.839"
"Grenada","2061","Upper 95 PI","157.135"
"Grenada","2061","Lower 95 PI","116.289"
"Grenada","2060","Medium","135.919"
"Grenada","2060","High","154.951"
"Grenada","2060","Low","118.407"
"Grenada","2060","Constant fertility","141.802"
"Grenada","2060","Instant replacement","145.446"
"Grenada","2060","Zero migration","145.006"
"Grenada","2060","Constant mortality","129.543"
"Grenada","2060","No change","135.367"
"Grenada","2060","Momentum","148.157"
"Grenada","2060","Instant replacement zero migration","154.852"
"Grenada","2060","Median PI","135.919"
"Grenada","2060","Upper 80 PI","149.156"
"Grenada","2060","Lower 80 PI","123.435"
"Grenada","2060","Upper 95 PI","156.584"
"Grenada","2060","Lower 95 PI","117.006"
"Grenada","2059","Medium","136.063"
"Grenada","2059","High","154.319"
"Grenada","2059","Low","119.163"
"Grenada","2059","Constant fertility","141.673"
"Grenada","2059","Instant replacement","145.183"
"Grenada","2059","Zero migration","144.895"
"Grenada","2059","Constant mortality","129.989"
"Grenada","2059","No change","135.539"
"Grenada","2059","Momentum","147.95"
"Grenada","2059","Instant replacement zero migration","154.311"
"Grenada","2059","Median PI","136.062"
"Grenada","2059","Upper 80 PI","148.814"
"Grenada","2059","Lower 80 PI","123.984"
"Grenada","2059","Upper 95 PI","156.032"
"Grenada","2059","Lower 95 PI","117.737"
"Grenada","2058","Medium","136.181"
"Grenada","2058","High","153.675"
"Grenada","2058","Low","119.883"
"Grenada","2058","Constant fertility","141.525"
"Grenada","2058","Instant replacement","144.906"
"Grenada","2058","Zero migration","144.764"
"Grenada","2058","Constant mortality","130.399"
"Grenada","2058","No change","135.685"
"Grenada","2058","Momentum","147.718"
"Grenada","2058","Instant replacement zero migration","153.769"
"Grenada","2058","Median PI","136.182"
"Grenada","2058","Upper 80 PI","148.438"
"Grenada","2058","Lower 80 PI","124.468"
"Grenada","2058","Upper 95 PI","155.393"
"Grenada","2058","Lower 95 PI","118.421"
"Grenada","2057","Medium","136.267"
"Grenada","2057","High","153.018"
"Grenada","2057","Low","120.563"
"Grenada","2057","Constant fertility","141.353"
"Grenada","2057","Instant replacement","144.612"
"Grenada","2057","Zero migration","144.606"
"Grenada","2057","Constant mortality","130.776"
"Grenada","2057","No change","135.811"
"Grenada","2057","Momentum","147.465"
"Grenada","2057","Instant replacement zero migration","153.208"
"Grenada","2057","Median PI","136.267"
"Grenada","2057","Upper 80 PI","148.076"
"Grenada","2057","Lower 80 PI","124.989"
"Grenada","2057","Upper 95 PI","154.764"
"Grenada","2057","Lower 95 PI","119.07"
"Grenada","2056","Medium","136.332"
"Grenada","2056","High","152.363"
"Grenada","2056","Low","121.216"
"Grenada","2056","Constant fertility","141.169"
"Grenada","2056","Instant replacement","144.3"
"Grenada","2056","Zero migration","144.425"
"Grenada","2056","Constant mortality","131.126"
"Grenada","2056","No change","135.918"
"Grenada","2056","Momentum","147.198"
"Grenada","2056","Instant replacement zero migration","152.631"
"Grenada","2056","Median PI","136.332"
"Grenada","2056","Upper 80 PI","147.714"
"Grenada","2056","Lower 80 PI","125.508"
"Grenada","2056","Upper 95 PI","154.066"
"Grenada","2056","Lower 95 PI","119.763"
"Grenada","2055","Medium","136.381"
"Grenada","2055","High","151.708"
"Grenada","2055","Low","121.843"
"Grenada","2055","Constant fertility","140.975"
"Grenada","2055","Instant replacement","143.976"
"Grenada","2055","Zero migration","144.222"
"Grenada","2055","Constant mortality","131.446"
"Grenada","2055","No change","136"
"Grenada","2055","Momentum","146.909"
"Grenada","2055","Instant replacement zero migration","152.042"
"Grenada","2055","Median PI","136.38"
"Grenada","2055","Upper 80 PI","147.307"
"Grenada","2055","Lower 80 PI","125.996"
"Grenada","2055","Upper 95 PI","153.385"
"Grenada","2055","Lower 95 PI","120.444"
"Grenada","2054","Medium","136.4"
"Grenada","2054","High","151.038"
"Grenada","2054","Low","122.437"
"Grenada","2054","Constant fertility","140.76"
"Grenada","2054","Instant replacement","143.639"
"Grenada","2054","Zero migration","143.992"
"Grenada","2054","Constant mortality","131.734"
"Grenada","2054","No change","136.058"
"Grenada","2054","Momentum","146.595"
"Grenada","2054","Instant replacement zero migration","151.436"
"Grenada","2054","Median PI","136.4"
"Grenada","2054","Upper 80 PI","146.875"
"Grenada","2054","Lower 80 PI","126.466"
"Grenada","2054","Upper 95 PI","152.74"
"Grenada","2054","Lower 95 PI","121.029"
"Grenada","2053","Medium","136.401"
"Grenada","2053","High","150.369"
"Grenada","2053","Low","122.999"
"Grenada","2053","Constant fertility","140.532"
"Grenada","2053","Instant replacement","143.286"
"Grenada","2053","Zero migration","143.74"
"Grenada","2053","Constant mortality","131.998"
"Grenada","2053","No change","136.096"
"Grenada","2053","Momentum","146.261"
"Grenada","2053","Instant replacement zero migration","150.817"
"Grenada","2053","Median PI","136.402"
"Grenada","2053","Upper 80 PI","146.408"
"Grenada","2053","Lower 80 PI","126.845"
"Grenada","2053","Upper 95 PI","152.1"
"Grenada","2053","Lower 95 PI","121.536"
"Grenada","2052","Medium","136.38"
"Grenada","2052","High","149.698"
"Grenada","2052","Low","123.528"
"Grenada","2052","Constant fertility","140.286"
"Grenada","2052","Instant replacement","142.917"
"Grenada","2052","Zero migration","143.468"
"Grenada","2052","Constant mortality","132.232"
"Grenada","2052","No change","136.112"
"Grenada","2052","Momentum","145.906"
"Grenada","2052","Instant replacement zero migration","150.19"
"Grenada","2052","Median PI","136.38"
"Grenada","2052","Upper 80 PI","145.973"
"Grenada","2052","Lower 80 PI","127.178"
"Grenada","2052","Upper 95 PI","151.523"
"Grenada","2052","Lower 95 PI","122.002"
"Grenada","2051","Medium","136.33"
"Grenada","2051","High","149.023"
"Grenada","2051","Low","124.024"
"Grenada","2051","Constant fertility","140.02"
"Grenada","2051","Instant replacement","142.535"
"Grenada","2051","Zero migration","143.171"
"Grenada","2051","Constant mortality","132.434"
"Grenada","2051","No change","136.096"
"Grenada","2051","Momentum","145.53"
"Grenada","2051","Instant replacement zero migration","149.548"
"Grenada","2051","Median PI","136.33"
"Grenada","2051","Upper 80 PI","145.578"
"Grenada","2051","Lower 80 PI","127.503"
"Grenada","2051","Upper 95 PI","150.965"
"Grenada","2051","Lower 95 PI","122.5"
"Grenada","2050","Medium","136.253"
"Grenada","2050","High","148.335"
"Grenada","2050","Low","124.48"
"Grenada","2050","Constant fertility","139.738"
"Grenada","2050","Instant replacement","142.136"
"Grenada","2050","Zero migration","142.85"
"Grenada","2050","Constant mortality","132.606"
"Grenada","2050","No change","136.064"
"Grenada","2050","Momentum","145.135"
"Grenada","2050","Instant replacement zero migration","148.894"
"Grenada","2050","Median PI","136.253"
"Grenada","2050","Upper 80 PI","145.167"
"Grenada","2050","Lower 80 PI","127.777"
"Grenada","2050","Upper 95 PI","150.288"
"Grenada","2050","Lower 95 PI","123.017"
"Grenada","2049","Medium","136.147"
"Grenada","2049","High","147.64"
"Grenada","2049","Low","124.897"
"Grenada","2049","Constant fertility","139.432"
"Grenada","2049","Instant replacement","141.72"
"Grenada","2049","Zero migration","142.504"
"Grenada","2049","Constant mortality","132.746"
"Grenada","2049","No change","136.005"
"Grenada","2049","Momentum","144.716"
"Grenada","2049","Instant replacement zero migration","148.227"
"Grenada","2049","Median PI","136.147"
"Grenada","2049","Upper 80 PI","144.742"
"Grenada","2049","Lower 80 PI","127.987"
"Grenada","2049","Upper 95 PI","149.534"
"Grenada","2049","Lower 95 PI","123.51"
"Grenada","2048","Medium","136.018"
"Grenada","2048","High","146.945"
"Grenada","2048","Low","125.287"
"Grenada","2048","Constant fertility","139.11"
"Grenada","2048","Instant replacement","141.294"
"Grenada","2048","Zero migration","142.131"
"Grenada","2048","Constant mortality","132.846"
"Grenada","2048","No change","135.916"
"Grenada","2048","Momentum","144.275"
"Grenada","2048","Instant replacement zero migration","147.545"
"Grenada","2048","Median PI","136.018"
"Grenada","2048","Upper 80 PI","144.272"
"Grenada","2048","Lower 80 PI","128.214"
"Grenada","2048","Upper 95 PI","148.809"
"Grenada","2048","Lower 95 PI","124.04"
"Grenada","2047","Medium","135.867"
"Grenada","2047","High","146.24"
"Grenada","2047","Low","125.645"
"Grenada","2047","Constant fertility","138.765"
"Grenada","2047","Instant replacement","140.85"
"Grenada","2047","Zero migration","141.738"
"Grenada","2047","Constant mortality","132.922"
"Grenada","2047","No change","135.804"
"Grenada","2047","Momentum","143.819"
"Grenada","2047","Instant replacement zero migration","146.85"
"Grenada","2047","Median PI","135.867"
"Grenada","2047","Upper 80 PI","143.743"
"Grenada","2047","Lower 80 PI","128.413"
"Grenada","2047","Upper 95 PI","148.083"
"Grenada","2047","Lower 95 PI","124.495"
"Grenada","2046","Medium","135.696"
"Grenada","2046","High","145.532"
"Grenada","2046","Low","125.973"
"Grenada","2046","Constant fertility","138.408"
"Grenada","2046","Instant replacement","140.397"
"Grenada","2046","Zero migration","141.318"
"Grenada","2046","Constant mortality","132.972"
"Grenada","2046","No change","135.671"
"Grenada","2046","Momentum","143.343"
"Grenada","2046","Instant replacement zero migration","146.138"
"Grenada","2046","Median PI","135.695"
"Grenada","2046","Upper 80 PI","143.183"
"Grenada","2046","Lower 80 PI","128.569"
"Grenada","2046","Upper 95 PI","147.375"
"Grenada","2046","Lower 95 PI","124.784"
"Grenada","2045","Medium","135.5"
"Grenada","2045","High","144.815"
"Grenada","2045","Low","126.269"
"Grenada","2045","Constant fertility","138.035"
"Grenada","2045","Instant replacement","139.93"
"Grenada","2045","Zero migration","140.871"
"Grenada","2045","Constant mortality","132.988"
"Grenada","2045","No change","135.511"
"Grenada","2045","Momentum","142.843"
"Grenada","2045","Instant replacement zero migration","145.411"
"Grenada","2045","Median PI","135.5"
"Grenada","2045","Upper 80 PI","142.597"
"Grenada","2045","Lower 80 PI","128.688"
"Grenada","2045","Upper 95 PI","146.707"
"Grenada","2045","Lower 95 PI","125.078"
"Grenada","2044","Medium","135.279"
"Grenada","2044","High","144.087"
"Grenada","2044","Low","126.531"
"Grenada","2044","Constant fertility","137.642"
"Grenada","2044","Instant replacement","139.448"
"Grenada","2044","Zero migration","140.405"
"Grenada","2044","Constant mortality","132.971"
"Grenada","2044","No change","135.326"
"Grenada","2044","Momentum","142.318"
"Grenada","2044","Instant replacement zero migration","144.675"
"Grenada","2044","Median PI","135.279"
"Grenada","2044","Upper 80 PI","141.979"
"Grenada","2044","Lower 80 PI","128.73"
"Grenada","2044","Upper 95 PI","146.001"
"Grenada","2044","Lower 95 PI","125.39"
"Grenada","2043","Medium","135.042"
"Grenada","2043","High","143.356"
"Grenada","2043","Low","126.774"
"Grenada","2043","Constant fertility","137.237"
"Grenada","2043","Instant replacement","138.959"
"Grenada","2043","Zero migration","139.924"
"Grenada","2043","Constant mortality","132.934"
"Grenada","2043","No change","135.119"
"Grenada","2043","Momentum","141.774"
"Grenada","2043","Instant replacement zero migration","143.93"
"Grenada","2043","Median PI","135.042"
"Grenada","2043","Upper 80 PI","141.381"
"Grenada","2043","Lower 80 PI","128.777"
"Grenada","2043","Upper 95 PI","145.218"
"Grenada","2043","Lower 95 PI","125.642"
"Grenada","2042","Medium","134.786"
"Grenada","2042","High","142.614"
"Grenada","2042","Low","126.991"
"Grenada","2042","Constant fertility","136.813"
"Grenada","2042","Instant replacement","138.453"
"Grenada","2042","Zero migration","139.43"
"Grenada","2042","Constant mortality","132.869"
"Grenada","2042","No change","134.887"
"Grenada","2042","Momentum","141.219"
"Grenada","2042","Instant replacement zero migration","143.177"
"Grenada","2042","Median PI","134.786"
"Grenada","2042","Upper 80 PI","140.865"
"Grenada","2042","Lower 80 PI","128.844"
"Grenada","2042","Upper 95 PI","144.463"
"Grenada","2042","Lower 95 PI","125.857"
"Grenada","2041","Medium","134.511"
"Grenada","2041","High","141.861"
"Grenada","2041","Low","127.181"
"Grenada","2041","Constant fertility","136.375"
"Grenada","2041","Instant replacement","137.935"
"Grenada","2041","Zero migration","138.915"
"Grenada","2041","Constant mortality","132.779"
"Grenada","2041","No change","134.635"
"Grenada","2041","Momentum","140.645"
"Grenada","2041","Instant replacement zero migration","142.411"
"Grenada","2041","Median PI","134.511"
"Grenada","2041","Upper 80 PI","140.342"
"Grenada","2041","Lower 80 PI","128.882"
"Grenada","2041","Upper 95 PI","143.735"
"Grenada","2041","Lower 95 PI","126.085"
"Grenada","2040","Medium","134.219"
"Grenada","2040","High","141.098"
"Grenada","2040","Low","127.352"
"Grenada","2040","Constant fertility","135.925"
"Grenada","2040","Instant replacement","137.408"
"Grenada","2040","Zero migration","138.382"
"Grenada","2040","Constant mortality","132.663"
"Grenada","2040","No change","134.36"
"Grenada","2040","Momentum","140.05"
"Grenada","2040","Instant replacement zero migration","141.637"
"Grenada","2040","Median PI","134.219"
"Grenada","2040","Upper 80 PI","139.747"
"Grenada","2040","Lower 80 PI","128.882"
"Grenada","2040","Upper 95 PI","142.949"
"Grenada","2040","Lower 95 PI","126.255"
"Grenada","2039","Medium","133.905"
"Grenada","2039","High","140.322"
"Grenada","2039","Low","127.502"
"Grenada","2039","Constant fertility","135.463"
"Grenada","2039","Instant replacement","136.874"
"Grenada","2039","Zero migration","137.832"
"Grenada","2039","Constant mortality","132.515"
"Grenada","2039","No change","134.064"
"Grenada","2039","Momentum","139.431"
"Grenada","2039","Instant replacement zero migration","140.857"
"Grenada","2039","Median PI","133.906"
"Grenada","2039","Upper 80 PI","139.104"
"Grenada","2039","Lower 80 PI","128.872"
"Grenada","2039","Upper 95 PI","142.188"
"Grenada","2039","Lower 95 PI","126.338"
"Grenada","2038","Medium","133.581"
"Grenada","2038","High","139.535"
"Grenada","2038","Low","127.628"
"Grenada","2038","Constant fertility","134.989"
"Grenada","2038","Instant replacement","136.327"
"Grenada","2038","Zero migration","137.261"
"Grenada","2038","Constant mortality","132.34"
"Grenada","2038","No change","133.744"
"Grenada","2038","Momentum","138.799"
"Grenada","2038","Instant replacement zero migration","140.06"
"Grenada","2038","Median PI","133.58"
"Grenada","2038","Upper 80 PI","138.479"
"Grenada","2038","Lower 80 PI","128.836"
"Grenada","2038","Upper 95 PI","141.397"
"Grenada","2038","Lower 95 PI","126.415"
"Grenada","2037","Medium","133.233"
"Grenada","2037","High","138.731"
"Grenada","2037","Low","127.734"
"Grenada","2037","Constant fertility","134.505"
"Grenada","2037","Instant replacement","135.769"
"Grenada","2037","Zero migration","136.671"
"Grenada","2037","Constant mortality","132.141"
"Grenada","2037","No change","133.409"
"Grenada","2037","Momentum","138.151"
"Grenada","2037","Instant replacement zero migration","139.253"
"Grenada","2037","Median PI","133.233"
"Grenada","2037","Upper 80 PI","137.851"
"Grenada","2037","Lower 80 PI","128.734"
"Grenada","2037","Upper 95 PI","140.491"
"Grenada","2037","Lower 95 PI","126.542"
"Grenada","2036","Medium","132.868"
"Grenada","2036","High","137.917"
"Grenada","2036","Low","127.824"
"Grenada","2036","Constant fertility","134.012"
"Grenada","2036","Instant replacement","135.203"
"Grenada","2036","Zero migration","136.072"
"Grenada","2036","Constant mortality","131.917"
"Grenada","2036","No change","133.056"
"Grenada","2036","Momentum","137.483"
"Grenada","2036","Instant replacement zero migration","138.442"
"Grenada","2036","Median PI","132.868"
"Grenada","2036","Upper 80 PI","137.206"
"Grenada","2036","Lower 80 PI","128.606"
"Grenada","2036","Upper 95 PI","139.567"
"Grenada","2036","Lower 95 PI","126.689"
"Grenada","2035","Medium","132.494"
"Grenada","2035","High","137.093"
"Grenada","2035","Low","127.897"
"Grenada","2035","Constant fertility","133.508"
"Grenada","2035","Instant replacement","134.627"
"Grenada","2035","Zero migration","135.462"
"Grenada","2035","Constant mortality","131.673"
"Grenada","2035","No change","132.685"
"Grenada","2035","Momentum","136.792"
"Grenada","2035","Instant replacement zero migration","137.624"
"Grenada","2035","Median PI","132.494"
"Grenada","2035","Upper 80 PI","136.547"
"Grenada","2035","Lower 80 PI","128.526"
"Grenada","2035","Upper 95 PI","138.691"
"Grenada","2035","Lower 95 PI","126.753"
"Grenada","2034","Medium","132.1"
"Grenada","2034","High","136.249"
"Grenada","2034","Low","127.953"
"Grenada","2034","Constant fertility","132.989"
"Grenada","2034","Instant replacement","134.033"
"Grenada","2034","Zero migration","134.836"
"Grenada","2034","Constant mortality","131.406"
"Grenada","2034","No change","132.294"
"Grenada","2034","Momentum","136.087"
"Grenada","2034","Instant replacement zero migration","136.795"
"Grenada","2034","Median PI","132.1"
"Grenada","2034","Upper 80 PI","135.847"
"Grenada","2034","Lower 80 PI","128.444"
"Grenada","2034","Upper 95 PI","137.869"
"Grenada","2034","Lower 95 PI","126.764"
"Grenada","2033","Medium","131.698"
"Grenada","2033","High","135.399"
"Grenada","2033","Low","128.001"
"Grenada","2033","Constant fertility","132.469"
"Grenada","2033","Instant replacement","133.438"
"Grenada","2033","Zero migration","134.197"
"Grenada","2033","Constant mortality","131.109"
"Grenada","2033","No change","131.879"
"Grenada","2033","Momentum","135.363"
"Grenada","2033","Instant replacement zero migration","135.958"
"Grenada","2033","Median PI","131.698"
"Grenada","2033","Upper 80 PI","135.158"
"Grenada","2033","Lower 80 PI","128.334"
"Grenada","2033","Upper 95 PI","137.028"
"Grenada","2033","Lower 95 PI","126.786"
"Grenada","2032","Medium","131.28"
"Grenada","2032","High","134.531"
"Grenada","2032","Low","128.031"
"Grenada","2032","Constant fertility","131.935"
"Grenada","2032","Instant replacement","132.83"
"Grenada","2032","Zero migration","133.543"
"Grenada","2032","Constant mortality","130.786"
"Grenada","2032","No change","131.439"
"Grenada","2032","Momentum","134.614"
"Grenada","2032","Instant replacement zero migration","135.113"
"Grenada","2032","Median PI","131.279"
"Grenada","2032","Upper 80 PI","134.462"
"Grenada","2032","Lower 80 PI","128.207"
"Grenada","2032","Upper 95 PI","136.133"
"Grenada","2032","Lower 95 PI","126.775"
"Grenada","2031","Medium","130.833"
"Grenada","2031","High","133.679"
"Grenada","2031","Low","127.987"
"Grenada","2031","Constant fertility","131.381"
"Grenada","2031","Instant replacement","132.2"
"Grenada","2031","Zero migration","132.87"
"Grenada","2031","Constant mortality","130.429"
"Grenada","2031","No change","130.976"
"Grenada","2031","Momentum","133.845"
"Grenada","2031","Instant replacement zero migration","134.255"
"Grenada","2031","Median PI","130.833"
"Grenada","2031","Upper 80 PI","133.7"
"Grenada","2031","Lower 80 PI","128.038"
"Grenada","2031","Upper 95 PI","135.24"
"Grenada","2031","Lower 95 PI","126.733"
"Grenada","2030","Medium","130.367"
"Grenada","2030","High","132.851"
"Grenada","2030","Low","127.883"
"Grenada","2030","Constant fertility","130.815"
"Grenada","2030","Instant replacement","131.558"
"Grenada","2030","Zero migration","132.17"
"Grenada","2030","Constant mortality","130.042"
"Grenada","2030","No change","130.49"
"Grenada","2030","Momentum","133.052"
"Grenada","2030","Instant replacement zero migration","133.373"
"Grenada","2030","Median PI","130.367"
"Grenada","2030","Upper 80 PI","132.938"
"Grenada","2030","Lower 80 PI","127.879"
"Grenada","2030","Upper 95 PI","134.348"
"Grenada","2030","Lower 95 PI","126.665"
"Grenada","2029","Medium","129.87"
"Grenada","2029","High","131.99"
"Grenada","2029","Low","127.751"
"Grenada","2029","Constant fertility","130.224"
"Grenada","2029","Instant replacement","130.887"
"Grenada","2029","Zero migration","131.45"
"Grenada","2029","Constant mortality","129.625"
"Grenada","2029","No change","129.976"
"Grenada","2029","Momentum","132.229"
"Grenada","2029","Instant replacement zero migration","132.474"
"Grenada","2029","Median PI","129.87"
"Grenada","2029","Upper 80 PI","132.159"
"Grenada","2029","Lower 80 PI","127.7"
"Grenada","2029","Upper 95 PI","133.414"
"Grenada","2029","Lower 95 PI","126.592"
"Grenada","2028","Medium","129.341"
"Grenada","2028","High","131.095"
"Grenada","2028","Low","127.59"
"Grenada","2028","Constant fertility","129.612"
"Grenada","2028","Instant replacement","130.191"
"Grenada","2028","Zero migration","130.702"
"Grenada","2028","Constant mortality","129.162"
"Grenada","2028","No change","129.43"
"Grenada","2028","Momentum","131.374"
"Grenada","2028","Instant replacement zero migration","131.557"
"Grenada","2028","Median PI","129.341"
"Grenada","2028","Upper 80 PI","131.313"
"Grenada","2028","Lower 80 PI","127.466"
"Grenada","2028","Upper 95 PI","132.411"
"Grenada","2028","Lower 95 PI","126.506"
"Grenada","2027","Medium","128.786"
"Grenada","2027","High","130.17"
"Grenada","2027","Low","127.406"
"Grenada","2027","Constant fertility","128.983"
"Grenada","2027","Instant replacement","129.48"
"Grenada","2027","Zero migration","129.923"
"Grenada","2027","Constant mortality","128.652"
"Grenada","2027","No change","128.848"
"Grenada","2027","Momentum","130.491"
"Grenada","2027","Instant replacement zero migration","130.621"
"Grenada","2027","Median PI","128.786"
"Grenada","2027","Upper 80 PI","130.453"
"Grenada","2027","Lower 80 PI","127.191"
"Grenada","2027","Upper 95 PI","131.359"
"Grenada","2027","Lower 95 PI","126.39"
"Grenada","2026","Medium","128.189"
"Grenada","2026","High","129.269"
"Grenada","2026","Low","127.112"
"Grenada","2026","Constant fertility","128.322"
"Grenada","2026","Instant replacement","128.732"
