"Country or Area","Year(s)","Variant","Value"
"Barbados","2091","Low","74.323"
"Barbados","2091","Constant fertility","104.279"
"Barbados","2091","Instant replacement","144.28"
"Barbados","2091","Zero migration","110.323"
"Barbados","2091","Constant mortality","92.11"
"Barbados","2091","No change","90.075"
"Barbados","2091","Momentum","132.449"
"Barbados","2091","Instant replacement zero migration","148.611"
"Barbados","2091","Median PI","106.385"
"Barbados","2091","Upper 80 PI","126.309"
"Barbados","2091","Lower 80 PI","87.611"
"Barbados","2091","Upper 95 PI","139.403"
"Barbados","2091","Lower 95 PI","77.894"
"Barbados","2090","Medium","107.034"
"Barbados","2090","High","146.669"
"Barbados","2090","Low","75.513"
"Barbados","2090","Constant fertility","104.984"
"Barbados","2090","Instant replacement","144.124"
"Barbados","2090","Zero migration","110.926"
"Barbados","2090","Constant mortality","92.898"
"Barbados","2090","No change","90.913"
"Barbados","2090","Momentum","132.474"
"Barbados","2090","Instant replacement zero migration","148.394"
"Barbados","2090","Median PI","107.034"
"Barbados","2090","Upper 80 PI","126.678"
"Barbados","2090","Lower 80 PI","88.509"
"Barbados","2090","Upper 95 PI","139.391"
"Barbados","2090","Lower 95 PI","79.006"
"Barbados","2089","Medium","107.686"
"Barbados","2089","High","146.4"
"Barbados","2089","Low","76.703"
"Barbados","2089","Constant fertility","105.684"
"Barbados","2089","Instant replacement","143.977"
"Barbados","2089","Zero migration","111.532"
"Barbados","2089","Constant mortality","93.698"
"Barbados","2089","No change","91.758"
"Barbados","2089","Momentum","132.514"
"Barbados","2089","Instant replacement zero migration","148.192"
"Barbados","2089","Median PI","107.686"
"Barbados","2089","Upper 80 PI","126.974"
"Barbados","2089","Lower 80 PI","89.454"
"Barbados","2089","Upper 95 PI","139.332"
"Barbados","2089","Lower 95 PI","80.09"
"Barbados","2088","Medium","108.34"
"Barbados","2088","High","146.147"
"Barbados","2088","Low","77.89"
"Barbados","2088","Constant fertility","106.387"
"Barbados","2088","Instant replacement","143.834"
"Barbados","2088","Zero migration","112.142"
"Barbados","2088","Constant mortality","94.505"
"Barbados","2088","No change","92.61"
"Barbados","2088","Momentum","132.569"
"Barbados","2088","Instant replacement zero migration","147.994"
"Barbados","2088","Median PI","108.34"
"Barbados","2088","Upper 80 PI","127.202"
"Barbados","2088","Lower 80 PI","90.346"
"Barbados","2088","Upper 95 PI","139.346"
"Barbados","2088","Lower 95 PI","81.072"
"Barbados","2087","Medium","108.993"
"Barbados","2087","High","145.913"
"Barbados","2087","Low","79.076"
"Barbados","2087","Constant fertility","107.084"
"Barbados","2087","Instant replacement","143.702"
"Barbados","2087","Zero migration","112.749"
"Barbados","2087","Constant mortality","95.326"
"Barbados","2087","No change","93.472"
"Barbados","2087","Momentum","132.634"
"Barbados","2087","Instant replacement zero migration","147.799"
"Barbados","2087","Median PI","108.993"
"Barbados","2087","Upper 80 PI","127.571"
"Barbados","2087","Lower 80 PI","91.226"
"Barbados","2087","Upper 95 PI","139.449"
"Barbados","2087","Lower 95 PI","82.039"
"Barbados","2086","Medium","109.644"
"Barbados","2086","High","145.691"
"Barbados","2086","Low","80.258"
"Barbados","2086","Constant fertility","107.772"
"Barbados","2086","Instant replacement","143.581"
"Barbados","2086","Zero migration","113.353"
"Barbados","2086","Constant mortality","96.151"
"Barbados","2086","No change","94.334"
"Barbados","2086","Momentum","132.71"
"Barbados","2086","Instant replacement zero migration","147.623"
"Barbados","2086","Median PI","109.644"
"Barbados","2086","Upper 80 PI","127.899"
"Barbados","2086","Lower 80 PI","92.065"
"Barbados","2086","Upper 95 PI","139.549"
"Barbados","2086","Lower 95 PI","83.115"
"Barbados","2085","Medium","110.29"
"Barbados","2085","High","145.481"
"Barbados","2085","Low","81.439"
"Barbados","2085","Constant fertility","108.462"
"Barbados","2085","Instant replacement","143.47"
"Barbados","2085","Zero migration","113.957"
"Barbados","2085","Constant mortality","96.979"
"Barbados","2085","No change","95.197"
"Barbados","2085","Momentum","132.803"
"Barbados","2085","Instant replacement zero migration","147.458"
"Barbados","2085","Median PI","110.291"
"Barbados","2085","Upper 80 PI","128.149"
"Barbados","2085","Lower 80 PI","92.819"
"Barbados","2085","Upper 95 PI","139.519"
"Barbados","2085","Lower 95 PI","84.142"
"Barbados","2084","Medium","110.936"
"Barbados","2084","High","145.284"
"Barbados","2084","Low","82.612"
"Barbados","2084","Constant fertility","109.145"
"Barbados","2084","Instant replacement","143.374"
"Barbados","2084","Zero migration","114.553"
"Barbados","2084","Constant mortality","97.811"
"Barbados","2084","No change","96.066"
"Barbados","2084","Momentum","132.906"
"Barbados","2084","Instant replacement zero migration","147.296"
"Barbados","2084","Median PI","110.936"
"Barbados","2084","Upper 80 PI","128.483"
"Barbados","2084","Lower 80 PI","93.618"
"Barbados","2084","Upper 95 PI","139.519"
"Barbados","2084","Lower 95 PI","85.091"
"Barbados","2083","Medium","111.578"
"Barbados","2083","High","145.096"
"Barbados","2083","Low","83.78"
"Barbados","2083","Constant fertility","109.826"
"Barbados","2083","Instant replacement","143.288"
"Barbados","2083","Zero migration","115.144"
"Barbados","2083","Constant mortality","98.641"
"Barbados","2083","No change","96.939"
"Barbados","2083","Momentum","133.021"
"Barbados","2083","Instant replacement zero migration","147.149"
"Barbados","2083","Median PI","111.578"
"Barbados","2083","Upper 80 PI","128.788"
"Barbados","2083","Lower 80 PI","94.49"
"Barbados","2083","Upper 95 PI","139.681"
"Barbados","2083","Lower 95 PI","86.122"
"Barbados","2082","Medium","112.212"
"Barbados","2082","High","144.919"
"Barbados","2082","Low","84.942"
"Barbados","2082","Constant fertility","110.507"
"Barbados","2082","Instant replacement","143.21"
"Barbados","2082","Zero migration","115.73"
"Barbados","2082","Constant mortality","99.474"
"Barbados","2082","No change","97.811"
"Barbados","2082","Momentum","133.151"
"Barbados","2082","Instant replacement zero migration","147.012"
"Barbados","2082","Median PI","112.212"
"Barbados","2082","Upper 80 PI","129.071"
"Barbados","2082","Lower 80 PI","95.392"
"Barbados","2082","Upper 95 PI","139.643"
"Barbados","2082","Lower 95 PI","87.225"
"Barbados","2081","Medium","112.847"
"Barbados","2081","High","144.753"
"Barbados","2081","Low","86.097"
"Barbados","2081","Constant fertility","111.175"
"Barbados","2081","Instant replacement","143.143"
"Barbados","2081","Zero migration","116.311"
"Barbados","2081","Constant mortality","100.309"
"Barbados","2081","No change","98.683"
"Barbados","2081","Momentum","133.292"
"Barbados","2081","Instant replacement zero migration","146.882"
"Barbados","2081","Median PI","112.847"
"Barbados","2081","Upper 80 PI","129.423"
"Barbados","2081","Lower 80 PI","96.247"
"Barbados","2081","Upper 95 PI","139.645"
"Barbados","2081","Lower 95 PI","88.327"
"Barbados","2080","Medium","113.475"
"Barbados","2080","High","144.595"
"Barbados","2080","Low","87.248"
"Barbados","2080","Constant fertility","111.835"
"Barbados","2080","Instant replacement","143.08"
"Barbados","2080","Zero migration","116.888"
"Barbados","2080","Constant mortality","101.147"
"Barbados","2080","No change","99.554"
"Barbados","2080","Momentum","133.442"
"Barbados","2080","Instant replacement zero migration","146.76"
"Barbados","2080","Median PI","113.475"
"Barbados","2080","Upper 80 PI","129.719"
"Barbados","2080","Lower 80 PI","97.024"
"Barbados","2080","Upper 95 PI","139.786"
"Barbados","2080","Lower 95 PI","89.257"
"Barbados","2079","Medium","114.094"
"Barbados","2079","High","144.441"
"Barbados","2079","Low","88.394"
"Barbados","2079","Constant fertility","112.493"
"Barbados","2079","Instant replacement","143.024"
"Barbados","2079","Zero migration","117.456"
"Barbados","2079","Constant mortality","101.983"
"Barbados","2079","No change","100.424"
"Barbados","2079","Momentum","133.601"
"Barbados","2079","Instant replacement zero migration","146.644"
"Barbados","2079","Median PI","114.094"
"Barbados","2079","Upper 80 PI","129.93"
"Barbados","2079","Lower 80 PI","97.829"
"Barbados","2079","Upper 95 PI","139.619"
"Barbados","2079","Lower 95 PI","90.072"
"Barbados","2078","Medium","114.709"
"Barbados","2078","High","144.289"
"Barbados","2078","Low","89.535"
"Barbados","2078","Constant fertility","113.146"
"Barbados","2078","Instant replacement","142.972"
"Barbados","2078","Zero migration","118.019"
"Barbados","2078","Constant mortality","102.818"
"Barbados","2078","No change","101.292"
"Barbados","2078","Momentum","133.762"
"Barbados","2078","Instant replacement zero migration","146.532"
"Barbados","2078","Median PI","114.708"
"Barbados","2078","Upper 80 PI","130.183"
"Barbados","2078","Lower 80 PI","98.628"
"Barbados","2078","Upper 95 PI","139.378"
"Barbados","2078","Lower 95 PI","90.983"
"Barbados","2077","Medium","115.318"
"Barbados","2077","High","144.141"
"Barbados","2077","Low","90.669"
"Barbados","2077","Constant fertility","113.791"
"Barbados","2077","Instant replacement","142.92"
"Barbados","2077","Zero migration","118.573"
"Barbados","2077","Constant mortality","103.654"
"Barbados","2077","No change","102.162"
"Barbados","2077","Momentum","133.927"
"Barbados","2077","Instant replacement zero migration","146.416"
"Barbados","2077","Median PI","115.318"
"Barbados","2077","Upper 80 PI","130.553"
"Barbados","2077","Lower 80 PI","99.443"
"Barbados","2077","Upper 95 PI","139.383"
"Barbados","2077","Lower 95 PI","91.948"
"Barbados","2076","Medium","115.918"
"Barbados","2076","High","143.986"
"Barbados","2076","Low","91.796"
"Barbados","2076","Constant fertility","114.429"
"Barbados","2076","Instant replacement","142.869"
"Barbados","2076","Zero migration","119.115"
"Barbados","2076","Constant mortality","104.484"
"Barbados","2076","No change","103.028"
"Barbados","2076","Momentum","134.095"
"Barbados","2076","Instant replacement zero migration","146.298"
"Barbados","2076","Median PI","115.918"
"Barbados","2076","Upper 80 PI","130.927"
"Barbados","2076","Lower 80 PI","100.38"
"Barbados","2076","Upper 95 PI","139.554"
"Barbados","2076","Lower 95 PI","92.864"
"Barbados","2075","Medium","116.506"
"Barbados","2075","High","143.821"
"Barbados","2075","Low","92.913"
"Barbados","2075","Constant fertility","115.056"
"Barbados","2075","Instant replacement","142.817"
"Barbados","2075","Zero migration","119.649"
"Barbados","2075","Constant mortality","105.308"
"Barbados","2075","No change","103.888"
"Barbados","2075","Momentum","134.259"
"Barbados","2075","Instant replacement zero migration","146.179"
"Barbados","2075","Median PI","116.506"
"Barbados","2075","Upper 80 PI","131.217"
"Barbados","2075","Lower 80 PI","101.32"
"Barbados","2075","Upper 95 PI","139.636"
"Barbados","2075","Lower 95 PI","93.766"
"Barbados","2074","Medium","117.084"
"Barbados","2074","High","143.655"
"Barbados","2074","Low","94.028"
"Barbados","2074","Constant fertility","115.68"
"Barbados","2074","Instant replacement","142.757"
"Barbados","2074","Zero migration","120.172"
"Barbados","2074","Constant mortality","106.128"
"Barbados","2074","No change","104.751"
"Barbados","2074","Momentum","134.417"
"Barbados","2074","Instant replacement zero migration","146.054"
"Barbados","2074","Median PI","117.084"
"Barbados","2074","Upper 80 PI","131.384"
"Barbados","2074","Lower 80 PI","102.161"
"Barbados","2074","Upper 95 PI","139.633"
"Barbados","2074","Lower 95 PI","94.785"
"Barbados","2073","Medium","117.653"
"Barbados","2073","High","143.48"
"Barbados","2073","Low","95.132"
"Barbados","2073","Constant fertility","116.294"
"Barbados","2073","Instant replacement","142.69"
"Barbados","2073","Zero migration","120.684"
"Barbados","2073","Constant mortality","106.942"
"Barbados","2073","No change","105.611"
"Barbados","2073","Momentum","134.571"
"Barbados","2073","Instant replacement zero migration","145.922"
"Barbados","2073","Median PI","117.652"
"Barbados","2073","Upper 80 PI","131.573"
"Barbados","2073","Lower 80 PI","102.971"
"Barbados","2073","Upper 95 PI","139.713"
"Barbados","2073","Lower 95 PI","95.786"
"Barbados","2072","Medium","118.209"
"Barbados","2072","High","143.292"
"Barbados","2072","Low","96.231"
"Barbados","2072","Constant fertility","116.903"
"Barbados","2072","Instant replacement","142.617"
"Barbados","2072","Zero migration","121.184"
"Barbados","2072","Constant mortality","107.75"
"Barbados","2072","No change","106.465"
"Barbados","2072","Momentum","134.72"
"Barbados","2072","Instant replacement zero migration","145.781"
"Barbados","2072","Median PI","118.209"
"Barbados","2072","Upper 80 PI","131.834"
"Barbados","2072","Lower 80 PI","103.867"
"Barbados","2072","Upper 95 PI","139.709"
"Barbados","2072","Lower 95 PI","96.688"
"Barbados","2071","Medium","118.763"
"Barbados","2071","High","143.099"
"Barbados","2071","Low","97.329"
"Barbados","2071","Constant fertility","117.507"
"Barbados","2071","Instant replacement","142.534"
"Barbados","2071","Zero migration","121.675"
"Barbados","2071","Constant mortality","108.553"
"Barbados","2071","No change","107.317"
"Barbados","2071","Momentum","134.866"
"Barbados","2071","Instant replacement zero migration","145.635"
"Barbados","2071","Median PI","118.762"
"Barbados","2071","Upper 80 PI","132.075"
"Barbados","2071","Lower 80 PI","104.843"
"Barbados","2071","Upper 95 PI","139.589"
"Barbados","2071","Lower 95 PI","97.652"
"Barbados","2070","Medium","119.311"
"Barbados","2070","High","142.9"
"Barbados","2070","Low","98.424"
"Barbados","2070","Constant fertility","118.102"
"Barbados","2070","Instant replacement","142.444"
"Barbados","2070","Zero migration","122.162"
"Barbados","2070","Constant mortality","109.356"
"Barbados","2070","No change","108.169"
"Barbados","2070","Momentum","135.004"
"Barbados","2070","Instant replacement zero migration","145.474"
"Barbados","2070","Median PI","119.311"
"Barbados","2070","Upper 80 PI","132.355"
"Barbados","2070","Lower 80 PI","105.761"
"Barbados","2070","Upper 95 PI","139.554"
"Barbados","2070","Lower 95 PI","98.713"
"Barbados","2069","Medium","119.847"
"Barbados","2069","High","142.696"
"Barbados","2069","Low","99.513"
"Barbados","2069","Constant fertility","118.689"
"Barbados","2069","Instant replacement","142.345"
"Barbados","2069","Zero migration","122.642"
"Barbados","2069","Constant mortality","110.151"
"Barbados","2069","No change","109.014"
"Barbados","2069","Momentum","135.127"
"Barbados","2069","Instant replacement zero migration","145.304"
"Barbados","2069","Median PI","119.846"
"Barbados","2069","Upper 80 PI","132.666"
"Barbados","2069","Lower 80 PI","106.659"
"Barbados","2069","Upper 95 PI","139.571"
"Barbados","2069","Lower 95 PI","99.767"
"Barbados","2068","Medium","120.376"
"Barbados","2068","High","142.481"
"Barbados","2068","Low","100.596"
"Barbados","2068","Constant fertility","119.271"
"Barbados","2068","Instant replacement","142.23"
"Barbados","2068","Zero migration","123.112"
"Barbados","2068","Constant mortality","110.944"
"Barbados","2068","No change","109.854"
"Barbados","2068","Momentum","135.242"
"Barbados","2068","Instant replacement zero migration","145.125"
"Barbados","2068","Median PI","120.376"
"Barbados","2068","Upper 80 PI","132.823"
"Barbados","2068","Lower 80 PI","107.477"
"Barbados","2068","Upper 95 PI","139.595"
"Barbados","2068","Lower 95 PI","100.724"
"Barbados","2067","Medium","120.906"
"Barbados","2067","High","142.264"
"Barbados","2067","Low","101.676"
"Barbados","2067","Constant fertility","119.847"
"Barbados","2067","Instant replacement","142.106"
"Barbados","2067","Zero migration","123.58"
"Barbados","2067","Constant mortality","111.733"
"Barbados","2067","No change","110.69"
"Barbados","2067","Momentum","135.346"
"Barbados","2067","Instant replacement zero migration","144.937"
"Barbados","2067","Median PI","120.906"
"Barbados","2067","Upper 80 PI","133.005"
"Barbados","2067","Lower 80 PI","108.246"
"Barbados","2067","Upper 95 PI","139.655"
"Barbados","2067","Lower 95 PI","101.653"
"Barbados","2066","Medium","121.425"
"Barbados","2066","High","142.043"
"Barbados","2066","Low","102.751"
"Barbados","2066","Constant fertility","120.415"
"Barbados","2066","Instant replacement","141.976"
"Barbados","2066","Zero migration","124.044"
"Barbados","2066","Constant mortality","112.513"
"Barbados","2066","No change","111.521"
"Barbados","2066","Momentum","135.441"
"Barbados","2066","Instant replacement zero migration","144.743"
"Barbados","2066","Median PI","121.426"
"Barbados","2066","Upper 80 PI","133.294"
"Barbados","2066","Lower 80 PI","109.028"
"Barbados","2066","Upper 95 PI","139.723"
"Barbados","2066","Lower 95 PI","102.62"
"Barbados","2065","Medium","121.938"
"Barbados","2065","High","141.819"
"Barbados","2065","Low","103.821"
"Barbados","2065","Constant fertility","120.978"
"Barbados","2065","Instant replacement","141.838"
"Barbados","2065","Zero migration","124.498"
"Barbados","2065","Constant mortality","113.289"
"Barbados","2065","No change","112.345"
"Barbados","2065","Momentum","135.528"
"Barbados","2065","Instant replacement zero migration","144.536"
"Barbados","2065","Median PI","121.938"
"Barbados","2065","Upper 80 PI","133.505"
"Barbados","2065","Lower 80 PI","109.82"
"Barbados","2065","Upper 95 PI","139.75"
"Barbados","2065","Lower 95 PI","103.63"
"Barbados","2064","Medium","122.451"
"Barbados","2064","High","141.602"
"Barbados","2064","Low","104.886"
"Barbados","2064","Constant fertility","121.54"
"Barbados","2064","Instant replacement","141.696"
"Barbados","2064","Zero migration","124.947"
"Barbados","2064","Constant mortality","114.067"
"Barbados","2064","No change","113.168"
"Barbados","2064","Momentum","135.608"
"Barbados","2064","Instant replacement zero migration","144.321"
"Barbados","2064","Median PI","122.451"
"Barbados","2064","Upper 80 PI","133.673"
"Barbados","2064","Lower 80 PI","110.597"
"Barbados","2064","Upper 95 PI","139.793"
"Barbados","2064","Lower 95 PI","104.57"
"Barbados","2063","Medium","122.964"
"Barbados","2063","High","141.392"
"Barbados","2063","Low","105.949"
"Barbados","2063","Constant fertility","122.099"
"Barbados","2063","Instant replacement","141.551"
"Barbados","2063","Zero migration","125.397"
"Barbados","2063","Constant mortality","114.846"
"Barbados","2063","No change","113.99"
"Barbados","2063","Momentum","135.683"
"Barbados","2063","Instant replacement zero migration","144.107"
"Barbados","2063","Median PI","122.964"
"Barbados","2063","Upper 80 PI","133.898"
"Barbados","2063","Lower 80 PI","111.412"
"Barbados","2063","Upper 95 PI","139.81"
"Barbados","2063","Lower 95 PI","105.459"
"Barbados","2062","Medium","123.474"
"Barbados","2062","High","141.186"
"Barbados","2062","Low","107.003"
"Barbados","2062","Constant fertility","122.653"
"Barbados","2062","Instant replacement","141.401"
"Barbados","2062","Zero migration","125.85"
"Barbados","2062","Constant mortality","115.62"
"Barbados","2062","No change","114.808"
"Barbados","2062","Momentum","135.756"
"Barbados","2062","Instant replacement zero migration","143.893"
"Barbados","2062","Median PI","123.474"
"Barbados","2062","Upper 80 PI","134.135"
"Barbados","2062","Lower 80 PI","112.286"
"Barbados","2062","Upper 95 PI","139.929"
"Barbados","2062","Lower 95 PI","106.343"
"Barbados","2061","Medium","123.981"
"Barbados","2061","High","140.994"
"Barbados","2061","Low","108.052"
"Barbados","2061","Constant fertility","123.201"
"Barbados","2061","Instant replacement","141.251"
"Barbados","2061","Zero migration","126.3"
"Barbados","2061","Constant mortality","116.397"
"Barbados","2061","No change","115.627"
"Barbados","2061","Momentum","135.834"
"Barbados","2061","Instant replacement zero migration","143.679"
"Barbados","2061","Median PI","123.982"
"Barbados","2061","Upper 80 PI","134.373"
"Barbados","2061","Lower 80 PI","113.143"
"Barbados","2061","Upper 95 PI","140.172"
"Barbados","2061","Lower 95 PI","107.162"
"Barbados","2060","Medium","124.496"
"Barbados","2060","High","140.82"
"Barbados","2060","Low","109.097"
"Barbados","2060","Constant fertility","123.751"
"Barbados","2060","Instant replacement","141.109"
"Barbados","2060","Zero migration","126.751"
"Barbados","2060","Constant mortality","117.176"
"Barbados","2060","No change","116.442"
"Barbados","2060","Momentum","135.915"
"Barbados","2060","Instant replacement zero migration","143.473"
"Barbados","2060","Median PI","124.495"
"Barbados","2060","Upper 80 PI","134.561"
"Barbados","2060","Lower 80 PI","113.966"
"Barbados","2060","Upper 95 PI","140.278"
"Barbados","2060","Lower 95 PI","107.947"
"Barbados","2059","Medium","125.006"
"Barbados","2059","High","140.659"
"Barbados","2059","Low","110.128"
"Barbados","2059","Constant fertility","124.299"
"Barbados","2059","Instant replacement","140.976"
"Barbados","2059","Zero migration","127.203"
"Barbados","2059","Constant mortality","117.954"
"Barbados","2059","No change","117.255"
"Barbados","2059","Momentum","136.001"
"Barbados","2059","Instant replacement zero migration","143.273"
"Barbados","2059","Median PI","125.006"
"Barbados","2059","Upper 80 PI","134.77"
"Barbados","2059","Lower 80 PI","114.74"
"Barbados","2059","Upper 95 PI","140.291"
"Barbados","2059","Lower 95 PI","108.795"
"Barbados","2058","Medium","125.519"
"Barbados","2058","High","140.523"
"Barbados","2058","Low","111.155"
"Barbados","2058","Constant fertility","124.846"
"Barbados","2058","Instant replacement","140.856"
"Barbados","2058","Zero migration","127.654"
"Barbados","2058","Constant mortality","118.734"
"Barbados","2058","No change","118.073"
"Barbados","2058","Momentum","136.104"
"Barbados","2058","Instant replacement zero migration","143.086"
"Barbados","2058","Median PI","125.518"
"Barbados","2058","Upper 80 PI","135.007"
"Barbados","2058","Lower 80 PI","115.515"
"Barbados","2058","Upper 95 PI","140.394"
"Barbados","2058","Lower 95 PI","109.752"
"Barbados","2057","Medium","126.034"
"Barbados","2057","High","140.41"
"Barbados","2057","Low","112.172"
"Barbados","2057","Constant fertility","125.394"
"Barbados","2057","Instant replacement","140.754"
"Barbados","2057","Zero migration","128.107"
"Barbados","2057","Constant mortality","119.516"
"Barbados","2057","No change","118.887"
"Barbados","2057","Momentum","136.223"
"Barbados","2057","Instant replacement zero migration","142.917"
"Barbados","2057","Median PI","126.034"
"Barbados","2057","Upper 80 PI","135.189"
"Barbados","2057","Lower 80 PI","116.294"
"Barbados","2057","Upper 95 PI","140.472"
"Barbados","2057","Lower 95 PI","110.753"
"Barbados","2056","Medium","126.549"
"Barbados","2056","High","140.318"
"Barbados","2056","Low","113.177"
"Barbados","2056","Constant fertility","125.939"
"Barbados","2056","Instant replacement","140.667"
"Barbados","2056","Zero migration","128.561"
"Barbados","2056","Constant mortality","120.303"
"Barbados","2056","No change","119.7"
"Barbados","2056","Momentum","136.358"
"Barbados","2056","Instant replacement zero migration","142.766"
"Barbados","2056","Median PI","126.548"
"Barbados","2056","Upper 80 PI","135.418"
"Barbados","2056","Lower 80 PI","117.066"
"Barbados","2056","Upper 95 PI","140.465"
"Barbados","2056","Lower 95 PI","111.739"
"Barbados","2055","Medium","127.073"
"Barbados","2055","High","140.261"
"Barbados","2055","Low","114.18"
"Barbados","2055","Constant fertility","126.487"
"Barbados","2055","Instant replacement","140.607"
"Barbados","2055","Zero migration","129.02"
"Barbados","2055","Constant mortality","121.097"
"Barbados","2055","No change","120.519"
"Barbados","2055","Momentum","136.516"
